date,timestamp,strategy,entry,opening_high,opening_low,swing_high,target,candle_type,symbol,expiry,strike,option_type,itm_rank,breakout_timestamp,confirmation_timestamp,exit_time,exit_price,outcome,mfe,mae,points_gained_lost,time_to_exit_minutes,entry_hour,entry_minute,before_10,entry_before_10,entry_after_10,weekday,volatility_10,premium_change,lower_wick,upper_wick,range,rejection_characteristic,breakout_characteristic,false_breakout,time_to_target_minutes
2026-07-23,2026-07-23 07:55:00+00:00,EKALAYAVA,103.65,151.25,134.8,104.65,151.25,indecision,NSE-NIFTY-28Jul26-23900-CE,2026-07-28,23900.0,CE,2,2026-07-23 07:55:00+00:00,2026-07-23 07:55:00+00:00,,,OPEN,21.64999999999999,-11.600000000000009,,,13,25,False,False,True,3,0.034132111097293076,-0.5,1.6500000000000057,1.4000000000000057,3.450000000000003,indecision,False,False,
2026-07-24,2026-07-24 04:50:00+00:00,EKALAYAVA,45.65,70.15,46.35,45.65,70.15,normal,NSE-NIFTY-28Jul26-23900-CE,2026-07-28,23900.0,CE,2,2026-07-24 04:50:00+00:00,2026-07-24 04:50:00+00:00,2026-07-24 06:55:00+00:00,70.15,TARGET,52.550000000000004,-5.75,24.500000000000007,125.0,10,20,False,False,True,4,0.03717676954841524,1.3500000000000014,0.7999999999999972,0.3500000000000014,2.3999999999999986,normal,False,False,125.0
2026-07-27,2026-07-27 04:15:00+00:00,EKALAYAVA,119.4,132.2,96.2,119.8,132.2,lower_rejection,NSE-NIFTY-28Jul26-23900-CE,2026-07-28,23900.0,CE,2,2026-07-27 04:15:00+00:00,2026-07-27 04:15:00+00:00,2026-07-27 08:30:00+00:00,132.2,TARGET,40.599999999999994,-37.95,12.799999999999983,255.0,9,45,True,True,False,0,0.10811232827971512,-0.09999999999999432,4.400000000000006,1.75,6.650000000000006,lower_rejection,False,False,255.0
2026-07-28,2026-07-28 04:10:00+00:00,EKALAYAVA,125.6,146.8,85.6,131.2,146.8,upper_rejection,NSE-NIFTY-28Jul26-23900-CE,2026-07-28,23900.0,CE,2,2026-07-28 04:10:00+00:00,2026-07-28 04:10:00+00:00,,,OPEN,16.30000000000001,-79.0,,,9,40,True,True,False,1,0.08362497907340694,-2.25,1.8499999999999943,6.25,10.150000000000006,upper_rejection,False,False,
2026-07-20,2026-07-20 04:05:00+00:00,EKALAYAVA,152.85,177.9,121.1,151.75,177.9,normal,NSE-NIFTY-28Jul26-24050-PE,2026-07-28,24050.0,PE,2,2026-07-20 04:05:00+00:00,2026-07-20 04:05:00+00:00,,,OPEN,6.349999999999994,-59.19999999999999,,,9,35,True,True,False,0,,5.949999999999989,3.5,0.6500000000000057,9.550000000000011,normal,False,False,
2026-07-21,2026-07-21 04:45:00+00:00,EKALAYAVA,101.5,110.0,90.3,101.05,110.0,normal,NSE-NIFTY-28Jul26-24050-PE,2026-07-28,24050.0,PE,2,2026-07-21 04:45:00+00:00,2026-07-21 04:45:00+00:00,2026-07-21 04:50:00+00:00,110.0,TARGET,28.69999999999999,-1.25,8.5,5.0,10,15,False,False,True,1,0.03493771181889438,1.7999999999999972,0.5999999999999943,1.2000000000000028,3.25,normal,False,False,5.0
2026-07-22,2026-07-22 03:55:00+00:00,EKALAYAVA,162.45,164.35,117.7,164.35,164.35,strong_green,NSE-NIFTY-28Jul26-24050-PE,2026-07-28,24050.0,PE,2,2026-07-22 03:55:00+00:00,2026-07-22 03:55:00+00:00,2026-07-22 04:00:00+00:00,164.35,TARGET,57.55000000000001,-6.299999999999983,1.9000000000000057,5.0,9,25,True,True,False,2,0.13947020105801577,17.899999999999977,1.0999999999999943,2.5500000000000114,21.25,strong_green,True,False,5.0
2026-07-23,2026-07-23 04:05:00+00:00,EKALAYAVA,209.55,249.55,210.25,221.0,249.55,upper_rejection,NSE-NIFTY-28Jul26-24050-PE,2026-07-28,24050.0,PE,2,2026-07-23 04:05:00+00:00,2026-07-23 04:05:00+00:00,2026-07-23 07:10:00+00:00,249.55,TARGET,85.34999999999997,-51.0,40.0,185.0,9,35,True,True,False,3,0.05583138959604368,-1.9499999999999886,3.8000000000000114,18.25,24.25,upper_rejection,False,False,185.0
2026-07-24,2026-07-24 04:05:00+00:00,EKALAYAVA,383.25,384.9,321.85,372.8,384.9,lower_rejection,NSE-NIFTY-28Jul26-24050-PE,2026-07-28,24050.0,PE,2,2026-07-24 04:05:00+00:00,2026-07-24 04:05:00+00:00,2026-07-24 04:10:00+00:00,384.9,TARGET,49.85000000000002,-140.25,1.6499999999999773,5.0,9,35,True,True,False,4,0.1307520112981929,10.449999999999989,12.75,4.75,28.0,lower_rejection,True,False,5.0
2026-07-27,2026-07-27 04:25:00+00:00,EKALAYAVA,139.75,161.0,125.65,138.25,161.0,upper_rejection,NSE-NIFTY-28Jul26-24050-PE,2026-07-28,24050.0,PE,2,2026-07-27 04:25:00+00:00,2026-07-27 04:25:00+00:00,2026-07-27 05:05:00+00:00,161.0,TARGET,32.150000000000006,-75.2,21.25,40.0,9,55,True,True,False,0,0.14180458033532306,1.9000000000000057,2.0500000000000114,15.25,19.400000000000006,upper_rejection,False,False,40.0
2026-07-28,2026-07-28 04:30:00+00:00,EKALAYAVA,87.25,99.35,52.65,76.8,99.35,strong_green,NSE-NIFTY-28Jul26-24050-PE,2026-07-28,24050.0,PE,2,2026-07-28 04:30:00+00:00,2026-07-28 04:30:00+00:00,2026-07-28 04:35:00+00:00,99.35,TARGET,17.549999999999997,-50.45,12.099999999999994,5.0,10,0,False,False,True,1,0.18211139654432618,26.6,0.5499999999999972,3.0999999999999943,29.099999999999994,strong_green,False,False,5.0
2026-07-20,2026-07-20 05:45:00+00:00,EKALAYAVA,149.2,156.6,137.7,152.4,156.6,upper_rejection,NSE-NIFTY-28Jul26-24100-PE,2026-07-28,24100.0,PE,3,2026-07-20 05:45:00+00:00,2026-07-20 05:45:00+00:00,2026-07-20 06:05:00+00:00,156.6,TARGET,32.60000000000002,-40.499999999999986,7.400000000000006,20.0,11,15,False,False,True,0,0.021533845315662506,-1.8500000000000227,1.049999999999983,3.1999999999999886,5.549999999999983,upper_rejection,False,False,20.0
2026-07-21,2026-07-21 04:45:00+00:00,EKALAYAVA,119.45,129.6,105.3,118.9,129.6,normal,NSE-NIFTY-28Jul26-24100-PE,2026-07-28,24100.0,PE,3,2026-07-21 04:45:00+00:00,2026-07-21 04:45:00+00:00,2026-07-21 04:55:00+00:00,129.6,TARGET,32.14999999999999,-0.8500000000000085,10.149999999999991,10.0,10,15,False,False,True,1,0.033393132042705075,2.049999999999997,1.0,1.7000000000000028,4.1000000000000085,normal,False,False,10.0
2026-07-22,2026-07-22 03:55:00+00:00,EKALAYAVA,188.55,189.7,138.9,189.7,189.7,strong_green,NSE-NIFTY-28Jul26-24100-PE,2026-07-28,24100.0,PE,3,2026-07-22 03:55:00+00:00,2026-07-22 03:55:00+00:00,2026-07-22 04:00:00+00:00,189.7,TARGET,62.44999999999999,-7.100000000000023,1.1499999999999773,5.0,9,25,True,True,False,2,0.1297092403125197,19.950000000000017,0.75,2.3999999999999773,22.75,strong_green,True,False,5.0
2026-07-23,2026-07-23 04:05:00+00:00,EKALAYAVA,243.65,285.3,243.05,255.5,285.3,upper_rejection,NSE-NIFTY-28Jul26-24100-PE,2026-07-28,24100.0,PE,3,2026-07-23 04:05:00+00:00,2026-07-23 04:05:00+00:00,2026-07-23 07:10:00+00:00,285.3,TARGET,91.74999999999997,-55.599999999999994,41.650000000000006,185.0,9,35,True,True,False,3,0.05310540461644122,-1.0999999999999943,4.300000000000011,19.69999999999999,25.849999999999994,upper_rejection,False,False,185.0
2026-07-24,2026-07-24 04:05:00+00:00,EKALAYAVA,430.35,434.95,364.9,417.45,434.95,normal,NSE-NIFTY-28Jul26-24100-PE,2026-07-28,24100.0,PE,3,2026-07-24 04:05:00+00:00,2026-07-24 04:05:00+00:00,2026-07-24 04:10:00+00:00,434.95,TARGET,48.94999999999999,-147.5,4.599999999999966,5.0,9,35,True,True,False,4,0.12238842939447056,15.050000000000011,12.049999999999955,2.099999999999966,27.849999999999966,normal,False,False,5.0
2026-07-27,2026-07-27 04:25:00+00:00,EKALAYAVA,176.7,199.85,159.4,176.0,199.85,upper_rejection,NSE-NIFTY-28Jul26-24100-PE,2026-07-28,24100.0,PE,3,2026-07-27 04:25:00+00:00,2026-07-27 04:25:00+00:00,2026-07-27 05:05:00+00:00,199.85,TARGET,36.20000000000002,-83.24999999999999,23.150000000000006,40.0,9,55,True,True,False,0,0.12559043748614498,1.5999999999999943,2.799999999999983,17.30000000000001,20.94999999999999,upper_rejection,False,False,40.0
2026-07-28,2026-07-28 04:30:00+00:00,EKALAYAVA,130.05,141.35,84.4,117.5,141.35,strong_green,NSE-NIFTY-28Jul26-24100-PE,2026-07-28,24100.0,PE,3,2026-07-28 04:30:00+00:00,2026-07-28 04:30:00+00:00,2026-07-28 04:35:00+00:00,141.35,TARGET,24.849999999999994,-58.150000000000006,11.299999999999983,5.0,10,0,False,False,True,1,0.12806001927999047,30.900000000000006,0.0,3.8499999999999943,34.150000000000006,strong_green,False,False,5.0
